osmid,highway,oneway,reversed,length,width,geometry
36787671,residential,False,True,269.32800000000003,,"LINESTRING (57.2984027 22.9698833, 57.2984481 22.9692611, 57.2984031 22.9691938, 57.2981245 22.9691782, 57.2980288 22.9691031, 57.2978431 22.9687948, 57.297739 22.968787, 57.2976743 22.9687326, 57.2975589 22.9684191, 57.2973704 22.9684085, 57.2973425 22.9680971)"
210287610,residential,False,False,181.532,4,"LINESTRING (57.2984027 22.9698833, 57.298724 22.9698872, 57.2987559 22.9696472, 57.2987976 22.9695025, 57.2987956 22.9691892, 57.2989508 22.9690757, 57.2992374 22.9691801, 57.2993408 22.9691709, 57.2993925 22.9691196)"
36787671,residential,False,False,174.33299999999997,,"LINESTRING (57.2983584 22.9712748, 57.2985017 22.9714764, 57.2985852 22.9715057, 57.2988001 22.971894, 57.2991941 22.9721432, 57.2995482 22.9723154)"
36787671,residential,False,True,155.421,,"LINESTRING (57.2983584 22.9712748, 57.2983235 22.9710278, 57.298344 22.9704606, 57.298382 22.9702812, 57.2984027 22.9698833)"
210287577,residential,False,False,664.2559999999999,5,"LINESTRING (57.2983584 22.9712748, 57.2980158 22.9714322, 57.2972359 22.9711684, 57.2968936 22.9710438, 57.2965992 22.9708386, 57.2964639 22.9708753, 57.295863 22.970736, 57.2958431 22.9704503, 57.2959943 22.9699263, 57.2962052 22.9698128, 57.2961853 22.9695783, 57.2960381 22.9694354, 57.2960659 22.9691606, 57.2964082 22.969003, 57.2964559 22.9688308, 57.2966091 22.9685066, 57.2967902 22.9682868, 57.2969653 22.9681768, 57.2972319 22.9680944, 57.2973425 22.9680971)"
36787671,residential,False,False,39.191,,"LINESTRING (57.2995482 22.9723154, 57.2997774 22.9725977)"
36787671,residential,False,True,174.333,,"LINESTRING (57.2995482 22.9723154, 57.2991941 22.9721432, 57.2988001 22.971894, 57.2985852 22.9715057, 57.2985017 22.9714764, 57.2983584 22.9712748)"
210287594,residential,False,False,369.82099999999997,4,"LINESTRING (57.2995482 22.9723154, 57.2994296 22.9719083, 57.2994324 22.9715508, 57.2995027 22.9713435, 57.299407 22.9709989, 57.2994127 22.9709186, 57.2995224 22.9707761, 57.2995477 22.9703565, 57.2996434 22.9701751, 57.2996462 22.969929, 57.2995365 22.969543, 57.2994718 22.9692243, 57.2993925 22.9691196)"
"[36787664, 210287565]",residential,False,False,159.95999999999998,"['5', '8']","LINESTRING (57.3000674 22.9739993, 57.2999838 22.9736073, 57.2999798 22.9732006, 57.2998087 22.97275, 57.2997774 22.9725977)"
210287607,residential,False,True,154.048,4,"LINESTRING (57.3000674 22.9739993, 57.3004185 22.9739155, 57.300562 22.9739207, 57.3008293 22.9738404, 57.3008856 22.9737912, 57.3009784 22.9734777, 57.300894 22.9733404, 57.3008829 22.9732347)"
240420314,residential,False,True,36.76,,"LINESTRING (57.3006749 22.9661774, 57.3003283 22.9660911)"
97386015,residential,False,False,391.67599999999993,,"LINESTRING (57.2941996 22.966562, 57.2942703 22.9665672, 57.2943365 22.9666622, 57.294371 22.9671, 57.2946785 22.9671303, 57.2949271 22.9671391, 57.2951658 22.9671515, 57.2956583 22.9673165, 57.2960208 22.9673891, 57.296196 22.9671684, 57.2966921 22.9672293, 57.2969675 22.9672426, 57.2973572 22.9672269)"
240420309,residential,False,True,132.768,,"LINESTRING (57.2941996 22.966562, 57.2941263 22.9669377, 57.2941753 22.9671452, 57.2941508 22.9674748, 57.2939917 22.9677011)"
240420309,residential,False,False,132.768,,"LINESTRING (57.2939917 22.9677011, 57.2941508 22.9674748, 57.2941753 22.9671452, 57.2941263 22.9669377, 57.2941996 22.966562)"
210287565,residential,False,True,134.513,5,"LINESTRING (57.3021185 22.9732767, 57.3019048 22.9731622, 57.3015786 22.9732391, 57.3012266 22.9731352, 57.3008829 22.9732347)"
968961878,residential,False,False,195.01999999999998,,"LINESTRING (57.3021185 22.9732767, 57.3024859 22.9727238, 57.3025183 22.9726417, 57.3025129 22.9725447, 57.3024805 22.9724527, 57.3024237 22.9723482, 57.3023292 22.9722014, 57.3022076 22.9720571, 57.3020833 22.9719551, 57.3019076 22.9718357)"
968961878,residential,False,True,195.01999999999998,,"LINESTRING (57.3019076 22.9718357, 57.3020833 22.9719551, 57.3022076 22.9720571, 57.3023292 22.9722014, 57.3024237 22.9723482, 57.3024805 22.9724527, 57.3025129 22.9725447, 57.3025183 22.9726417, 57.3024859 22.9727238, 57.3021185 22.9732767)"
968961879,residential,False,True,64.027,,"LINESTRING (57.3007555 22.9683534, 57.3006363 22.9683927, 57.3004585 22.9684279, 57.3002561 22.9684569, 57.3001444 22.9684484)"
968961880,residential,False,True,130.381,,"LINESTRING (57.3007577 22.9681587, 57.3006588 22.9677112, 57.3006273 22.967616, 57.3003843 22.9674316, 57.3003011 22.9673674, 57.3002065 22.9672793, 57.3001365 22.9671995)"
210287594,residential,False,False,133.857,4,"LINESTRING (57.3001365 22.9671995, 57.3000602 22.9670529, 57.3000433 22.9669692, 57.3000431 22.9668381, 57.30004 22.9666859, 57.3000567 22.9666284, 57.3001197 22.9665482, 57.3002124 22.9664742, 57.3002565 22.9664074, 57.3002691 22.9663446, 57.3003283 22.9660911)"
210287594,residential,False,True,156.338,4,"LINESTRING (57.3001365 22.9671995, 57.3001238 22.9672579, 57.3000748 22.9675286, 57.3000655 22.9675659, 57.3000472 22.9676002, 57.3000208 22.9676298, 57.2999249 22.9677167, 57.299909 22.9677333, 57.2999019 22.9677545, 57.2999046 22.9677765, 57.2999326 22.9680151, 57.2999486 22.9680354, 57.2999675 22.9680429, 57.3000245 22.9680497, 57.3000533 22.968062, 57.3000728 22.9680806, 57.3000992 22.96815, 57.3001444 22.9684484)"
968961880,residential,False,False,130.381,,"LINESTRING (57.3001365 22.9671995, 57.3002065 22.9672793, 57.3003011 22.9673674, 57.3003843 22.9674316, 57.3006273 22.967616, 57.3006588 22.9677112, 57.3007577 22.9681587)"
