osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,bridge
9873957,2,Мошков переулок,tertiary,RU:urban,False,False,90.515,"LINESTRING (30.3228927 59.9421782, 30.3228045 59.9422226, 30.3225091 59.9424853, 30.3224493 59.9425385, 30.3221917 59.9427676, 30.3221674 59.9427903, 30.3221042 59.9428853)",
"[31395712, 31395914, 172299707]",1,"['набережная реки Мойки', '2-й Зимний мост']",residential,"['40', 'RU:urban']",True,False,250.96600000000004,"LINESTRING (30.3228927 59.9421782, 30.3226631 59.9421303, 30.3217381 59.9419319, 30.321404 59.9418163, 30.3207119 59.9415465, 30.3204152 59.9414209, 30.3200284 59.9412479, 30.3198882 59.9411748, 30.3197208 59.9410627, 30.3196568 59.9410154, 30.3196067 59.9409729, 30.3194686 59.9408319, 30.3194504 59.940807)",yes
"[372224048, 172299698, 372224060]",2,"['Конюшенный переулок', 'Большой Конюшенный мост', 'Мошков переулок']",tertiary,"['40', 'RU:urban']",False,True,36.438,"LINESTRING (30.3228927 59.9421782, 30.3230227 59.9421184, 30.323209 59.9419779, 30.3232871 59.9419191)",yes
172299706,2,Миллионная улица,residential,RU:urban,False,True,5.507,"LINESTRING (30.3185209 59.9413904, 30.3185955 59.9414229)",
172299702,1,набережная Зимней канавки,residential,RU:urban,False,False,83.60900000000001,"LINESTRING (30.3185209 59.9413904, 30.3186116 59.9413243, 30.3186277 59.9413136, 30.3193347 59.9408401, 30.3193772 59.9408245, 30.3194504 59.940807)",
"[608580324, 608580349, 31396222]","['1', '2']","['Конюшенная площадь', 'Конюшенный переулок']",tertiary,RU:urban,False,True,112.339,"LINESTRING (30.3232871 59.9419191, 30.3236443 59.9416675, 30.3237996 59.9415603, 30.3238701 59.9414997, 30.3240464 59.9413787, 30.3242285 59.9412676, 30.3244867 59.941108)",
"[372224048, 172299698, 372224060]",2,"['Мошков переулок', 'Большой Конюшенный мост', 'Конюшенный переулок']",tertiary,"['40', 'RU:urban']",False,False,36.437999999999995,"LINESTRING (30.3232871 59.9419191, 30.323209 59.9419779, 30.3230227 59.9421184, 30.3228927 59.9421782)",yes
72515657,2,Волынский переулок,residential,RU:urban,False,False,185.667,"LINESTRING (30.3199138 59.9381745, 30.3199663 59.9381791, 30.320282 59.9382066, 30.3204581 59.9382219, 30.3206846 59.9382416, 30.3214626 59.9383093, 30.322958 59.9384395, 30.3231114 59.938438, 30.3231996 59.938429)",
1006485319,1,набережная реки Мойки,residential,RU:urban,True,False,190.087,"LINESTRING (30.3199138 59.9381745, 30.3197772 59.9385648, 30.3196917 59.9388089, 30.3196503 59.9389271, 30.3196073 59.9391415, 30.3196093 59.9391969, 30.3196201 59.9393185, 30.3196311 59.9394421, 30.3196871 59.9396854, 30.3197071 59.9398693)",
298508227,1,Черноморский переулок,residential,RU:urban,False,False,164.87699999999998,"LINESTRING (30.3081947 59.9384343, 30.3086832 59.9386212, 30.3091934 59.9388163, 30.3095637 59.9389575, 30.3095314 59.9389787, 30.3092669 59.939152, 30.3089455 59.9393627, 30.3089094 59.9393848, 30.3088099 59.9394495)",
